gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,raisedhands,VisITedResources,AnnouncementsView,Discussion,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,Class,uuid,admission,staff_teacher,enquiry_course,enquiry_type,enquiry_month,qualification,college,name,Jan fee,Feb fee,Mar fee,Apr fee,May fee,Jun fee,jan_late,feb_late,mar_late,apr_late,may_late,jun_late,Average Fee Delay,Jul predicted date,10th_grade,12th_grade,graduation,first_eval_aptitude,first_eval_programming,first_eval_comm,first_eval,second_eval_aptitude,second_eval_programming,second_eval_comm,second_eval,third_eval_aptitude,third_eval_programming,third_eval_comm,third_eval,fourth_eval_aptitude,fourth_eval_programming,fourth_eval_comm,fourth_eval,total_eval_aptitude,total_eval_programming,total_eval_comm,total_eval,dropped
F,KW,KuwaIT,HighSchool,G-12,A,English,F,Mum,13,80,40,88,Yes,Good,Under-7,H,c00eb6ae-b5a3-48ba-b352-841a47bbf801,Enquiry,,Angular,Web Enquiry,Jan-2020,Diploma in CSE,Indo Global Colleges,Devayanne,23-01-2020,10-02-2020,07-03-2020,28-04-2020,20-05-2020,13-06-2020,13,0,-3,18,10,3,7 days 00:00:00.000000000,17-07-2020,87.43,80.68,9.1,3.5,5.0,4.5,13.0,4.0,4.5,4.5,13.0,5.0,5.0,4.5,14.5,5.0,4.5,5.5,15.0,4.375,4.75,4.75,13.875,No
M,KW,KuwaIT,lowerlevel,G-02,B,French,S,Mum,60,52,23,33,Yes,Good,Under-7,H,c0153cf4-b386-403e-9367-8db809e45238,Enquiry,,Mean Stack,Web Enquiry,Jan-2020,Diploma in ECE,National Institute of Technical Teachers Training & Research,Kessavaperoumal,21-01-2020,12-02-2020,22-03-2020,13-04-2020,15-05-2020,18-06-2020,11,2,12,3,5,8,7 days 00:00:00.000000000,17-07-2020,67.94,81.18,6.0,5.0,4.5,5.5,15.0,4.5,4.0,5.5,14.0,4.5,5.0,4.0,13.5,5.0,5.0,5.5,15.5,4.75,4.625,5.125,14.5,No
M,KW,KuwaIT,MiddleSchool,G-08,A,Spanish,S,Father,5,17,21,10,No,Bad,Above-7,L,c1663c57-7cee-4dc2-a66a-62cf925721a7,Enquiry,,Mean Stack,Web Enquiry,Apr-2020,Diploma in ECE,IIT Ropar,Koumarane,12-01-2020,20-02-2020,07-03-2020,12-04-2020,10-05-2020,06-06-2020,2,10,-3,2,0,-4,1 days 00:00:00.000000000,11-07-2020,71.75,79.13,5.3,5.5,4.5,4.0,14.0,4.0,5.0,4.5,13.5,4.5,5.0,4.5,14.0,5.5,4.5,5.0,15.0,4.875,4.75,4.5,14.125,No
M,Palestine,Jordan,MiddleSchool,G-06,A,English,S,Mum,92,31,42,27,Yes,Good,Under-7,H,c1eead6b-b0ff-4758-8f60-e6e3b22c00d3,Admission,Ashita,AIML,Web Enquiry,Mar-2020,M.Tech-ECE,National Institute of Technical Teachers Training & Research,Darshan,18-01-2020,08-02-2020,13-03-2020,11-04-2020,21-05-2020,14-06-2020,8,-2,3,1,11,4,4 days 00:00:00.000000000,14-07-2020,76.35,81.63,8.1,5.5,4.0,5.0,14.5,4.0,5.5,5.0,14.5,5.0,5.0,5.0,15.0,5.0,5.5,5.5,16.0,4.875,5.0,5.125,15.0,No
M,Lybia,Lybia,lowerlevel,G-02,B,French,F,Mum,20,3,9,3,No,Good,Above-7,L,c214cb05-1b1a-4b1e-a77a-6e078bf47e12,Admission,Prasenjit,Java,Walk-in,Mar-2020,M.Tech-CSE,Post Graduate Government College,Divya,22-01-2020,19-02-2020,20-03-2020,28-04-2020,18-05-2020,10-06-2020,12,9,10,18,8,0,10 days 00:00:00.000000000,20-07-2020,71.81,82.63,8.6,4.0,4.5,4.5,13.0,5.0,5.0,5.5,15.5,5.0,4.5,5.0,14.5,5.0,5.0,5.5,15.5,4.75,4.75,5.125,14.625,No
M,Jordan,SaudiArabia,MiddleSchool,G-08,A,Geology,S,Father,87,79,73,98,No,Bad,Under-7,M,c2740dcb-f652-4775-9833-8f83e2551024,Enquiry,,Mean Stack,College,Jun-2020,MCA,IIT Ropar,Nikhila,05-01-2020,10-02-2020,26-03-2020,10-04-2020,19-05-2020,17-06-2020,-5,0,16,0,9,7,4 days 00:00:00.000000000,14-07-2020,94.76,66.7,5.1,4.0,3.5,3.5,11.0,5.5,4.0,5.5,15.0,5.0,4.5,4.5,14.0,5.5,4.5,4.5,14.5,5.0,4.125,4.5,13.625,No
M,KW,KuwaIT,MiddleSchool,G-07,A,English,F,Father,10,12,17,30,No,Bad,Above-7,L,c2a53551-1452-42d1-b49f-22cf4e4c0235,Admission,Prasenjit,Mean Stack,Email,Jun-2020,M.Tech-CSE,"Chandigarh University, Jhanjeri",Govinden,11-01-2020,13-02-2020,24-03-2020,20-04-2020,09-05-2020,22-06-2020,1,3,14,10,-1,12,6 days 00:00:00.000000000,16-07-2020,66.42,81.63,8.4,5.0,4.5,5.0,14.5,4.0,5.0,5.0,14.0,4.5,4.0,5.5,14.0,4.5,5.5,5.0,15.0,4.5,4.75,5.125,14.375,No
F,Jordan,Jordan,lowerlevel,G-04,A,Science,F,Mum,98,87,86,84,No,Good,Under-7,H,c2e3cb9d-06a6-4e76-973e-928ef6305a9e,Admission,Ashita,PHP,Phone,Apr-2020,M.Tech-IT,Chandigarh College of Engineering and Technology,Kapil,08-01-2020,14-02-2020,24-03-2020,11-04-2020,12-05-2020,10-06-2020,-2,4,14,1,2,0,3 days 00:00:00.000000000,13-07-2020,72.84,77.27,5.7,4.0,4.0,4.5,12.5,5.5,5.0,5.5,16.0,5.0,4.5,4.5,14.0,4.5,5.0,5.5,15.0,4.75,4.625,5.0,14.375,No
M,KW,KuwaIT,lowerlevel,G-02,C,IT,F,Father,60,60,3,60,No,Bad,Under-7,M,c2fd0aad-221f-42bb-8bb1-117318550183,Admission,Vaishali Thakur,Digital,College,Jun-2020,B.Tech-ECE,Post Graduate Government College for Girls,Narayana,07-01-2020,09-02-2020,13-03-2020,26-04-2020,15-05-2020,19-06-2020,-3,-1,3,16,5,9,5 days 00:00:00.000000000,15-07-2020,69.03,79.43,5.0,5.0,5.5,5.5,16.0,5.0,4.0,5.5,14.5,4.0,5.0,5.0,14.0,4.5,5.5,4.5,14.5,4.625,5.0,5.125,14.75,No
M,Jordan,Jordan,lowerlevel,G-04,B,Science,S,Father,42,34,29,39,No,Good,Above-7,M,c410baf9-b5d4-4cb0-a574-d2b10c70bee1,Admission,Prasenjit,Python,Email,May-2020,BCA,Chandigarh College of Architecture,Kajal,16-01-2020,15-02-2020,25-03-2020,27-04-2020,11-05-2020,10-06-2020,6,5,15,17,1,0,7 days 00:00:00.000000000,17-07-2020,85.19,67.9,7.1,5.0,5.0,4.0,14.0,5.0,4.5,5.5,15.0,5.0,5.0,5.0,15.0,5.0,5.5,5.5,16.0,5.0,5.0,5.0,15.0,No
M,KW,KuwaIT,MiddleSchool,G-08,C,Spanish,S,Father,17,50,2,4,No,Bad,Above-7,L,c437f5cd-3b7f-49aa-8fb6-b44ec62bcbdb,Admission,Prasenjit,Digital,College,Feb-2020,Diploma in ECE,Government College for Girls,Malini,08-01-2020,14-02-2020,08-03-2020,27-04-2020,20-05-2020,06-06-2020,-2,4,-2,17,10,-4,4 days 00:00:00.000000000,14-07-2020,84.89,67.75,5.7,5.5,4.5,5.0,15.0,5.5,4.0,4.0,13.5,4.0,5.0,4.0,13.0,5.5,5.0,5.0,15.5,5.125,4.625,4.5,14.25,No
F,SaudiArabia,USA,HighSchool,G-11,B,Science,S,Father,100,91,98,40,Yes,Bad,Under-7,H,c43f9d59-5f80-43f6-8d34-70e9ff84a319,Admission,Vaishali Thakur,Android,Social Media,May-2020,BCA,National Institute of Technical Teachers Training & Research,Jagjit,14-01-2020,18-02-2020,13-03-2020,27-04-2020,20-05-2020,08-06-2020,4,8,3,17,10,-2,7 days 00:00:00.000000000,17-07-2020,81.8,73.57,8.6,3.5,4.5,4.0,12.0,5.5,4.5,4.0,14.0,4.0,4.5,5.0,13.5,4.5,4.5,5.5,14.5,4.375,4.5,4.625,13.5,No
M,KW,KuwaIT,lowerlevel,G-04,A,IT,F,Father,15,16,2,20,Yes,Good,Under-7,M,c4fe68dc-3c9f-4b19-84ea-5077030d0c5d,Enquiry,,PHP,Social Media,Jun-2020,MCA,Goswami Ganesh Dutta Sanatan Dharma College,Karuna,20-01-2020,13-02-2020,13-03-2020,27-04-2020,22-05-2020,21-06-2020,10,3,3,17,12,11,9 days 00:00:00.000000000,19-07-2020,80.23,76.42,8.9,5.0,4.0,4.5,13.5,5.0,5.0,4.0,14.0,4.0,5.5,4.5,14.0,5.5,5.5,5.0,16.0,4.875,5.0,4.5,14.375,No
F,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,F,Father,85,90,52,30,Yes,Good,Under-7,H,c5eb2d30-7bb7-434e-9984-82afd4f5f48e,Admission,Ashita,PHP,Social Media,May-2020,MCA,Indo Global Colleges,Gautama,20-01-2020,13-02-2020,26-03-2020,27-04-2020,16-05-2020,09-06-2020,10,3,16,17,6,-1,8 days 00:00:00.000000000,18-07-2020,66.91,80.88,7.3,4.0,4.0,5.5,13.5,4.0,4.5,4.5,13.0,5.0,5.5,4.5,15.0,4.5,4.5,4.5,13.5,4.375,4.625,4.75,13.75,No
M,KW,KuwaIT,MiddleSchool,G-07,A,Math,F,Father,35,12,0,17,No,Bad,Above-7,L,c69b78f3-7ad7-4df7-800d-82c1ee64c80d,Admission,Ashita,Java,Phone,Mar-2020,BCA,Post Graduate Government College,Bhavani,10-01-2020,11-02-2020,25-03-2020,15-04-2020,18-05-2020,13-06-2020,0,1,15,5,8,3,5 days 00:00:00.000000000,15-07-2020,70.06,68.86,5.1,3.5,5.5,3.5,12.5,5.0,5.0,4.5,14.5,4.5,5.5,4.5,14.5,4.5,5.5,4.5,14.5,4.375,5.375,4.25,14.0,No
M,KW,KuwaIT,HighSchool,G-11,A,Quran,F,Father,13,3,11,9,No,Bad,Above-7,L,c6ddd9f4-a4fb-4954-8de0-5de6a148e43d,Admission,Jaswinder,Java,Email,Apr-2020,M.Tech-IT,IIT Ropar,Govinden,21-01-2020,14-02-2020,22-03-2020,19-04-2020,13-05-2020,16-06-2020,11,4,12,9,3,6,8 days 00:00:00.000000000,18-07-2020,79.74,81.23,5.9,5.5,4.5,5.0,15.0,5.5,4.0,4.5,14.0,4.5,5.0,4.5,14.0,5.5,5.5,5.0,16.0,5.25,4.75,4.75,14.75,No
M,Jordan,Jordan,lowerlevel,G-02,B,French,F,Mum,40,87,50,41,No,Bad,Under-7,M,c733670d-dc28-48db-a108-3a3c0807c469,Admission,Vaishali Thakur,Angular,Walk-in,Jan-2020,B.Tech-ECE,Government College for Girls,Indrani,10-01-2020,14-02-2020,07-03-2020,17-04-2020,14-05-2020,19-06-2020,0,4,-3,7,4,9,4 days 00:00:00.000000000,14-07-2020,94.33,71.26,5.1,5.5,5.5,5.0,16.0,4.0,5.5,4.5,14.0,5.0,5.0,5.5,15.5,5.0,5.5,5.5,16.0,4.875,5.375,5.125,15.375,No
F,Palestine,Jordan,lowerlevel,G-02,A,Arabic,F,Mum,98,88,60,31,No,Good,Under-7,H,c79f87c7-886d-45aa-a762-f18a2289ba09,Admission,Ashita,Digital,Phone,May-2020,B.Tech-CSE,DAV College,Kala,21-01-2020,08-02-2020,22-03-2020,23-04-2020,23-05-2020,08-06-2020,11,-2,12,13,13,-2,8 days 00:00:00.000000000,18-07-2020,87.98,74.42,7.8,4.0,3.5,4.0,11.5,5.0,4.5,5.0,14.5,4.5,4.0,5.5,14.0,5.5,5.0,4.5,15.0,4.75,4.25,4.75,13.75,No
M,Jordan,Jordan,MiddleSchool,G-08,A,Geology,F,Mum,77,82,74,79,Yes,Good,Under-7,M,c99f176e-7cce-4069-94ff-a29ec66ab28d,Admission,Bhawna Singh,AIML,Phone,Jan-2020,M.Tech-CSE,Rayat & Bahra University,Mira,17-01-2020,11-02-2020,09-03-2020,11-04-2020,15-05-2020,21-06-2020,7,1,-1,1,5,11,4 days 00:00:00.000000000,14-07-2020,78.47,75.47,8.6,5.0,5.0,4.0,14.0,4.0,5.0,5.5,14.5,4.0,5.0,4.5,13.5,4.5,4.5,5.0,14.0,4.375,4.875,4.75,14.0,No
F,Jordan,Jordan,MiddleSchool,G-07,B,Biology,S,Mum,59,90,19,43,No,Good,Under-7,H,ca11c7e1-0e39-49c9-af8e-495ef5a3d09d,Admission,Ashita,PHP,Email,May-2020,M.Tech-IT,Rayat & Bahra University,Kajal,17-01-2020,12-02-2020,07-03-2020,10-04-2020,14-05-2020,21-06-2020,7,2,-3,0,4,11,4 days 00:00:00.000000000,14-07-2020,89.01,73.22,7.9,5.0,5.5,5.5,16.0,5.0,5.5,4.0,14.5,4.5,5.0,4.5,14.0,4.5,5.5,5.0,15.0,4.75,5.375,4.75,14.875,No
M,KW,KuwaIT,MiddleSchool,G-06,A,IT,F,Father,0,0,0,4,No,Bad,Above-7,L,cb9be18b-55b0-4ca2-802f-84ecebdda30b,Admission,Bhawna Singh,Digital,Walk-in,Mar-2020,BCA,Post Graduate Government College for Girls,Deva,23-01-2020,15-02-2020,18-03-2020,16-04-2020,23-05-2020,22-06-2020,13,5,8,6,13,12,10 days 00:00:00.000000000,20-07-2020,82.71,68.76,6.7,4.5,4.5,5.0,14.0,5.0,5.5,5.0,15.5,5.5,4.5,5.0,15.0,5.0,4.5,5.0,14.5,5.0,4.75,5.0,14.75,No
F,KW,KuwaIT,HighSchool,G-09,A,IT,F,Father,30,35,28,90,Yes,Good,Under-7,M,cc472ebc-6d01-4e3b-9426-8ed7da60766d,Admission,Bhawna Singh,AIML,Social Media,Feb-2020,Diploma in CSE,Chitkara University,Ilango,05-01-2020,10-02-2020,19-03-2020,14-04-2020,17-05-2020,09-06-2020,-5,0,9,4,7,-1,2 days 00:00:00.000000000,12-07-2020,70.12,78.63,9.7,3.5,5.5,5.5,14.5,4.5,4.5,5.0,14.0,4.5,4.5,4.0,13.0,5.0,4.5,5.5,15.0,4.375,4.75,5.0,14.125,No
M,Syria,Syria,lowerlevel,G-02,B,French,S,Mum,20,52,23,33,Yes,Good,Above-7,L,cc7a2a06-efa5-4eff-bc3a-edf684516ef4,Admission,Prasenjit,Mean Stack,Walk-in,May-2020,M.Tech-IT,Chandigarh College of Engineering and Technology,Manu,20-01-2020,11-02-2020,12-03-2020,11-04-2020,22-05-2020,11-06-2020,10,1,2,1,12,1,4 days 00:00:00.000000000,14-07-2020,90.7,88.75,9.9,5.5,3.5,5.5,14.5,4.5,4.0,5.5,14.0,5.0,4.0,5.0,14.0,5.0,5.0,4.5,14.5,5.0,4.125,5.125,14.25,No
F,lebanon,lebanon,MiddleSchool,G-08,A,Arabic,S,Father,25,15,32,53,No,Bad,Under-7,M,cd49fa5a-4eb7-4614-b2ce-f2966aa1dc40,Enquiry,,AIML,Walk-in,Mar-2020,B.Tech-ECE,Guru Gobind Singh College for Women,Kumari,05-01-2020,11-02-2020,25-03-2020,12-04-2020,20-05-2020,21-06-2020,-5,1,15,2,10,11,6 days 00:00:00.000000000,16-07-2020,74.11,75.37,6.2,4.0,5.5,4.5,14.0,4.0,4.0,5.0,13.0,5.5,5.0,5.0,15.5,5.0,5.0,5.5,15.5,4.625,4.875,5.0,14.5,No
F,Palestine,Jordan,lowerlevel,G-02,A,French,S,Mum,75,80,15,20,No,Good,Under-7,M,cfccc190-8b70-40ec-bbfa-ab31266b0fd6,Admission,Sandeep,Java,Social Media,Jan-2020,B.Tech-IT,Government College for Girls,Duleep,16-01-2020,10-02-2020,15-03-2020,25-04-2020,12-05-2020,12-06-2020,6,0,5,15,2,2,5 days 00:00:00.000000000,15-07-2020,70.42,89.1,5.9,5.5,5.0,5.0,15.5,4.0,4.0,5.5,13.5,4.5,4.5,5.5,14.5,5.0,4.5,4.5,14.0,4.75,4.5,5.125,14.375,No
F,Jordan,KuwaIT,MiddleSchool,G-08,C,Spanish,S,Father,87,88,40,10,Yes,Good,Under-7,M,cfce2aea-4bcb-4a9d-969d-923479caebca,Admission,Ashita,Digital,Phone,Apr-2020,M.Tech-ECE,Chitkara University,Mridula,13-01-2020,10-02-2020,19-03-2020,15-04-2020,23-05-2020,06-06-2020,3,0,9,5,13,-4,4 days 00:00:00.000000000,14-07-2020,88.76,85.79,7.5,3.5,5.0,4.5,13.0,4.0,5.0,5.5,14.5,5.0,4.5,4.5,14.0,5.5,5.5,5.0,16.0,4.5,5.0,4.875,14.375,No
F,KW,KuwaIT,MiddleSchool,G-08,A,Arabic,S,Father,85,66,12,23,No,Bad,Under-7,M,cfd77d99-b726-4a64-a48a-85d593e43621,Admission,Vandana,Java,Walk-in,Jan-2020,M.Tech-IT,Indo Global Colleges,Dipa,24-01-2020,17-02-2020,10-03-2020,21-04-2020,12-05-2020,07-06-2020,14,7,0,11,2,-3,5 days 00:00:00.000000000,15-07-2020,70.36,66.55,8.2,4.5,4.5,5.0,14.0,4.5,5.5,4.5,14.5,5.0,5.0,4.0,14.0,5.5,5.0,5.5,16.0,4.875,5.0,4.75,14.625,No
M,Tunis,Tunis,MiddleSchool,G-07,A,Quran,F,Father,10,60,5,20,Yes,Bad,Above-7,L,cfe5640d-c0fa-493f-8275-32fcf7c3cb45,Admission,Bhawna Singh,Java,College,Jan-2020,M.Tech-CSE,Indo Global Colleges,Nirav,06-01-2020,14-02-2020,10-03-2020,10-04-2020,23-05-2020,18-06-2020,-4,4,0,0,13,8,4 days 00:00:00.000000000,14-07-2020,78.17,83.19,5.2,4.0,5.0,3.5,12.5,5.0,4.5,5.0,14.5,4.0,4.0,5.5,13.5,4.5,4.5,4.5,13.5,4.375,4.5,4.625,13.5,No
F,Jordan,Jordan,MiddleSchool,G-08,A,Geology,S,Mum,84,77,79,68,Yes,Good,Under-7,H,d05e3714-c427-43b3-8467-a889bc9359a3,Enquiry,,Mean Stack,Walk-in,May-2020,Diploma in IT,Chitkara University,Kishore,25-01-2020,11-02-2020,20-03-2020,20-04-2020,23-05-2020,08-06-2020,15,1,10,10,13,-2,8 days 00:00:00.000000000,18-07-2020,90.52,81.73,5.2,4.0,5.5,4.5,14.0,4.0,5.0,4.0,13.0,5.5,4.5,4.0,14.0,4.5,5.0,4.5,14.0,4.5,5.0,4.25,13.75,No
M,Jordan,Jordan,lowerlevel,G-02,B,French,S,Mum,55,72,83,14,Yes,Good,Above-7,M,d11ceaa0-6415-49f3-a36a-8ae8dd0cf481,Admission,Bhawna Singh,PHP,College,May-2020,BCA,Indo Global Colleges,Mitul,10-01-2020,12-02-2020,08-03-2020,17-04-2020,22-05-2020,19-06-2020,0,2,-2,7,12,9,5 days 00:00:00.000000000,15-07-2020,80.95,72.71,9.1,4.0,3.5,4.0,11.5,5.0,4.5,4.5,14.0,4.5,5.0,4.5,14.0,5.0,5.0,5.0,15.0,4.625,4.5,4.5,13.625,No
M,KW,KuwaIT,MiddleSchool,G-07,A,Math,F,Father,28,60,19,50,Yes,Good,Under-7,M,d1d01833-7860-4d3f-abc8-c716ed93d4e5,Admission,Bhawna Singh,Java,Phone,Feb-2020,B.Tech-CSE,Indo Global Colleges,Minakshi,25-01-2020,15-02-2020,18-03-2020,10-04-2020,21-05-2020,07-06-2020,15,5,8,0,11,-3,6 days 00:00:00.000000000,16-07-2020,88.04,77.57,6.4,5.5,4.0,4.5,14.0,4.0,5.0,4.5,13.5,4.5,4.0,4.0,12.5,5.0,5.5,5.5,16.0,4.75,4.625,4.625,14.0,No
M,KW,KuwaIT,MiddleSchool,G-07,A,IT,F,Father,2,0,2,50,No,Bad,Above-7,L,d20edeb7-a2f2-4205-a136-62101e89728a,Enquiry,,Python,College,May-2020,BCA,IIT Ropar,Kessavaperoumal,24-01-2020,15-02-2020,19-03-2020,10-04-2020,12-05-2020,16-06-2020,14,5,9,0,2,6,6 days 00:00:00.000000000,16-07-2020,84.04,79.88,8.6,4.0,4.5,5.5,14.0,5.5,5.5,4.5,15.5,5.5,4.0,5.5,15.0,5.0,5.0,5.0,15.0,5.0,4.75,5.125,14.875,No
M,Jordan,Jordan,MiddleSchool,G-07,A,IT,F,Father,22,30,10,12,Yes,Good,Above-7,L,d26c8c25-c890-48f4-92db-4811a6b62801,Admission,Vaishali Thakur,Java,Phone,Mar-2020,B.Tech-ECE,Goswami Ganesh Dutta Sanatan Dharma College,Harish,09-01-2020,16-02-2020,15-03-2020,14-04-2020,21-05-2020,07-06-2020,-1,6,5,4,11,-3,4 days 00:00:00.000000000,14-07-2020,86.95,84.14,8.7,5.0,3.5,5.0,13.5,4.5,5.5,5.0,15.0,5.0,5.5,5.5,16.0,5.5,4.5,4.5,14.5,5.0,4.75,5.0,14.75,No
F,Jordan,Jordan,lowerlevel,G-02,A,French,S,Mum,50,95,23,10,Yes,Good,Under-7,H,d2f01cd6-5994-427a-b888-f23665a6bb55,Enquiry,,Mean Stack,Phone,Apr-2020,M.Tech-CSE,National Institute of Technical Teachers Training & Research,Laxmi,07-01-2020,08-02-2020,08-03-2020,14-04-2020,10-05-2020,11-06-2020,-3,-2,-2,4,0,1,0 days 00:00:00.000000000,10-07-2020,74.66,75.62,7.0,4.0,4.0,4.5,12.5,5.0,5.5,5.0,15.5,5.0,5.0,5.0,15.0,5.0,5.5,5.0,15.5,4.75,5.0,4.875,14.625,No
M,KW,KuwaIT,lowerlevel,G-02,B,IT,F,Father,11,2,0,50,No,Bad,Above-7,L,d2f5ff8b-ba55-43ce-95ca-3c14dd886ced,Admission,Sandeep,Java,Phone,May-2020,M.Tech-ECE,Guru Gobind Singh College for Women,Gautama,18-01-2020,08-02-2020,19-03-2020,22-04-2020,21-05-2020,12-06-2020,8,-2,9,12,11,2,7 days 00:00:00.000000000,17-07-2020,71.51,82.53,7.0,4.5,4.5,3.5,12.5,4.0,4.0,5.5,13.5,4.0,5.5,5.5,15.0,5.5,5.5,5.0,16.0,4.5,4.875,4.875,14.25,No
F,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,F,Father,15,97,22,10,Yes,Good,Under-7,H,d3b85a6a-236e-45cd-8812-a70c849fd2b7,Admission,Ashita,Mean Stack,Phone,Apr-2020,Diploma in IT,"Chandigarh University, Jhanjeri",Krishna,21-01-2020,12-02-2020,07-03-2020,20-04-2020,11-05-2020,08-06-2020,11,2,-3,10,1,-2,3 days 00:00:00.000000000,13-07-2020,73.99,73.67,8.9,5.5,4.5,5.5,15.5,5.5,4.0,5.5,15.0,5.0,4.0,5.5,14.5,5.0,5.0,5.5,15.5,5.25,4.375,5.5,15.125,No
F,Jordan,lebanon,lowerlevel,G-04,B,Science,F,Mum,78,88,74,83,Yes,Good,Under-7,H,d3bcc682-fd7f-4850-a3ec-78b55e1d82d1,Admission,Jaswinder,Mean Stack,Walk-in,Jan-2020,B.Tech-ECE,Indo Global Colleges,Ananth,10-01-2020,11-02-2020,21-03-2020,26-04-2020,17-05-2020,22-06-2020,0,1,11,16,7,12,8 days 00:00:00.000000000,18-07-2020,70.96,80.23,8.0,4.0,4.5,4.5,13.0,4.5,5.0,4.0,13.5,4.5,5.0,5.0,14.5,4.5,4.5,4.5,13.5,4.375,4.75,4.5,13.625,No
M,KW,KuwaIT,HighSchool,G-10,A,IT,F,Father,0,5,7,2,No,Bad,Above-7,L,d3f67b9c-53ee-4434-826e-9e26389466dc,Admission,Prasenjit,Java,Email,Feb-2020,M.Tech-CSE,"Chandigarh University, Gharuan",Lallida,24-01-2020,19-02-2020,18-03-2020,20-04-2020,10-05-2020,08-06-2020,14,9,8,10,0,-2,6 days 00:00:00.000000000,16-07-2020,94.7,88.9,7.9,4.0,5.0,3.5,12.5,5.5,4.5,4.0,14.0,5.0,4.5,4.5,14.0,5.0,5.0,4.5,14.5,4.875,4.75,4.125,13.75,No
M,KW,KuwaIT,MiddleSchool,G-08,B,Spanish,S,Mum,87,81,22,70,Yes,Bad,Under-7,H,d414c029-8c90-428a-a406-6572d61c3aa4,Admission,Prasenjit,Java,Web Enquiry,May-2020,Diploma in CSE,SVIET,Jyotsna,19-01-2020,18-02-2020,17-03-2020,28-04-2020,21-05-2020,07-06-2020,9,8,7,18,11,-3,8 days 00:00:00.000000000,18-07-2020,88.82,71.66,5.4,4.5,4.0,4.5,13.0,4.5,5.5,4.5,14.5,4.0,4.0,5.0,13.0,5.0,5.5,5.5,16.0,4.5,4.75,4.875,14.125,No
M,KW,KuwaIT,lowerlevel,G-02,B,IT,F,Father,50,7,9,50,Yes,Bad,Above-7,M,d54fc2e7-fde7-46e6-9b62-f4f64ce623aa,Enquiry,,Mean Stack,College,Mar-2020,B.Tech-ECE,Goswami Ganesh Dutta Sanatan Dharma College,Amit,10-01-2020,16-02-2020,25-03-2020,12-04-2020,19-05-2020,11-06-2020,0,6,15,2,9,1,6 days 00:00:00.000000000,16-07-2020,69.69,87.54,9.3,5.0,5.5,3.5,14.0,4.0,5.5,4.5,14.0,4.0,4.5,4.5,13.0,5.0,4.5,4.5,14.0,4.5,5.0,4.25,13.75,No
F,KW,KuwaIT,lowerlevel,G-02,C,IT,F,Father,7,9,5,30,No,Bad,Above-7,L,d5f73ef9-f4d0-4813-97fb-bd724b8a680a,Enquiry,,Mean Stack,Social Media,Mar-2020,Diploma in CSE,Indo Global Colleges,Dipika,18-01-2020,13-02-2020,09-03-2020,25-04-2020,19-05-2020,13-06-2020,8,3,-1,15,9,3,6 days 00:00:00.000000000,16-07-2020,87.13,72.56,6.2,4.0,4.5,4.5,13.0,5.0,5.5,5.0,15.5,5.5,5.5,4.0,15.0,5.0,4.5,5.0,14.5,4.875,5.0,4.625,14.5,No
F,Jordan,Jordan,lowerlevel,G-04,B,Science,S,Father,32,44,29,89,Yes,Bad,Under-7,M,d62aafa2-f6d7-4dc3-b543-664119a0d548,Enquiry,,Digital,Social Media,May-2020,M.Tech-ECE,Rayat & Bahra University,Chandra,14-01-2020,10-02-2020,25-03-2020,10-04-2020,21-05-2020,11-06-2020,4,0,15,0,11,1,5 days 00:00:00.000000000,15-07-2020,80.95,88.45,5.6,3.5,5.5,5.5,14.5,5.5,4.0,4.0,13.5,4.5,5.0,4.0,13.5,5.5,5.5,4.5,15.5,4.75,5.0,4.5,14.25,No
M,venzuela,venzuela,HighSchool,G-10,A,IT,F,Mum,80,90,70,80,Yes,Good,Under-7,H,d63d8c89-715a-4f9e-bb98-a9433ff77d08,Admission,Vaishali Thakur,Android,Walk-in,Jun-2020,Diploma in ECE,Indo Global Colleges,Mridula,23-01-2020,09-02-2020,21-03-2020,23-04-2020,21-05-2020,14-06-2020,13,-1,11,13,11,4,8 days 00:00:00.000000000,18-07-2020,92.58,83.39,9.1,5.0,4.0,3.5,12.5,4.0,5.0,5.5,14.5,5.0,4.5,4.5,14.0,5.0,4.5,5.0,14.5,4.75,4.5,4.625,13.875,No
M,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,F,Mum,85,87,72,10,Yes,Good,Above-7,M,d6c41be7-ef65-4cbd-8572-caba5e4aed7b,Admission,Vaishali Thakur,Digital,Social Media,May-2020,B.Tech-IT,Post Graduate Government College for Girls,Diti,25-01-2020,15-02-2020,24-03-2020,20-04-2020,12-05-2020,14-06-2020,15,5,14,10,2,4,8 days 00:00:00.000000000,18-07-2020,91.31,88.35,6.2,3.5,5.0,5.5,14.0,5.5,4.5,5.5,15.5,4.5,4.0,5.5,14.0,5.5,5.5,4.5,15.5,4.75,4.75,5.25,14.75,No
